Document Index (generated),Number of Records,Question Id,Topic Id
14548,1,5008849,antidepressant-questions
14549,1,5008850,baby-questions
14550,1,5008850,drinking-questions
14551,1,5008850,food-questions
14552,1,5008850,pain-questions
14553,1,5008850,tonsil-questions
14554,1,5008852,movement-questions
14555,1,5008852,pea-questions
14556,1,5008852,skin-questions
14557,1,5008852,thumb-questions
14558,1,5008852,vision-questions
14559,1,5008857,chest-questions
14560,1,5008857,cough-questions
14561,1,5008857,pulse-questions
14562,1,5008857,waist-questions
14563,1,5008857,x-ray-questions
14564,1,5008868,finger-questions
14565,1,5008872,arm-questions
14566,1,5008872,elbow-questions
14567,1,5008872,finger-questions
14568,1,5008872,hand-questions
14569,1,5008872,injection-questions
14570,1,5008877,breast-questions
14571,1,5008877,condom-questions
14572,1,5008877,pain-questions
14573,1,5008877,pregnancy-questions
14574,1,5008877,sexual-intercourse-questions
14575,1,5008878,vision-questions
14576,1,5008878,vomit-questions
14577,1,5008885,back-pain-questions
14578,1,5008885,nausea-questions
14579,1,5008885,pain-questions
14580,1,5008885,pelvic-area-questions
14581,1,5008885,vision-questions
14582,1,5008887,diet-questions
14583,1,5008887,diverticulosis-questions
14584,1,5008890,allergy-questions
14585,1,5008892,drug-questions
14586,1,5008892,methicillin-resistant-staphylococcus-aureus-questions
14587,1,5008894,eyes-questions
14588,1,5008897,ears-questions
14589,1,5008897,methicillin-resistant-staphylococcus-aureus-questions
14590,1,5008898,arm-questions
14591,1,5008898,breast-questions
14592,1,5008898,chest-questions
14593,1,5008898,drowsiness-questions
14594,1,5008898,running-questions
14595,1,5008900,period-questions
14596,1,5008901,diabetes-questions
14597,1,5008901,heart-questions
14598,1,5008901,kidney-disease-questions
14599,1,5008901,potassium-questions
14600,1,5008901,stent-questions
14601,1,5008903,coffee-questions
14602,1,5008903,drinking-questions
14603,1,5008903,meal-questions
14604,1,5008903,milk-questions
14605,1,5008904,birth-control-pill-questions
14606,1,5008904,testosterone-questions
14607,1,5008912,ear-infection-questions
14608,1,5008912,vision-questions
14609,1,5008915,drowsiness-questions
14610,1,5008916,electric-shock-questions
14611,1,5008916,leg-questions
14612,1,5008916,multiple-sclerosis-questions
14613,1,5008916,walking-questions
14614,1,5008919,healing-questions
14615,1,5008919,nose-questions
14616,1,5008919,piercing-questions
14617,1,5008919,skin-questions
14618,1,5008920,acetaminophen-questions
14619,1,5008920,benign-prostatic-hyperplasia-questions
14620,1,5008928,lip-questions
14621,1,5008928,salt-questions
14622,1,5008928,tooth-questions
14623,1,5008934,arm-questions
14624,1,5008934,kidney-questions
14625,1,5008934,leg-questions
14626,1,5008934,period-questions
14627,1,5008934,shoulder-questions
14628,1,5008938,irregularity-questions
14629,1,5008938,pulse-questions
14630,1,5008940,stomach-questions
14631,1,5008940,vomit-questions
14632,1,5008941,baby-questions
14633,1,5008941,cough-questions
14634,1,5008941,diarrhea-questions
14635,1,5008941,pregnancy-questions
14636,1,5008941,sore-throat-questions
14637,1,5008954,baby-questions
14638,1,5008954,infertility-questions
14639,1,5008954,period-questions
14640,1,5008954,pregnancy-test-questions
14641,1,5008959,arthritis-questions
14642,1,5008959,broken-foot-questions
14643,1,5008959,foot-questions
14644,1,5008959,insurance-questions
14645,1,5008961,drinking-questions
14646,1,5008961,fever-questions
14647,1,5008961,food-questions
14648,1,5008961,head-questions
14649,1,5008961,smell-questions
14650,1,5008965,ear-infection-questions
14651,1,5008965,neck-questions
14652,1,5008965,pain-questions
14653,1,5008965,shoulder-questions
14654,1,5008966,connective-tissue-disease-questions
14655,1,5008966,lymphedema-questions
14656,1,5008967,calorie-questions
14657,1,5008967,diet-questions
14658,1,5008967,weight-questions
14659,1,5008973,eyes-questions
14660,1,5008974,meat-questions
14661,1,5008976,attention-deficit-hyperactivity-disorder-questions
14662,1,5008976,bipolar-disorder-questions
14663,1,5008976,family-questions
14664,1,5008976,post-traumatic-stress-disorder-questions
14665,1,5008979,antidepressant-questions
14666,1,5008979,vision-questions
14667,1,5008980,condom-questions
14668,1,5008980,genitalia-questions
14669,1,5008980,penis-questions
14670,1,5008980,sexual-intercourse-questions
14671,1,5008980,vision-questions
14672,1,5008983,arm-questions
14673,1,5008983,elbow-questions
14674,1,5008984,leg-questions
14675,1,5008984,pressure-questions
14676,1,5008985,baby-questions
14677,1,5008985,pregnancy-questions
14678,1,5008985,pregnancy-test-questions
14679,1,5008985,ultrasound-questions
14680,1,5008987,period-questions
14681,1,5008987,urinary-tract-infection-questions
14682,1,5008989,baby-questions
14683,1,5008989,newborn-questions
14684,1,5008989,shingles-questions
14685,1,5008990,eyes-questions
14686,1,5008992,acetaminophen-questions
14687,1,5008992,fever-questions
14688,1,5008993,bells-palsy-questions
14689,1,5008993,meningioma-questions
14690,1,5008993,tumor-questions
14691,1,5008995,ligament-questions
14692,1,5008995,pain-questions
14693,1,5008995,wrist-questions
14694,1,5008996,acute-bronchitis-questions
14695,1,5008996,rotator-cuff-questions
14696,1,5008996,surgery-questions
14697,1,5008999,masturbation-questions
14698,1,5008999,pain-questions
14699,1,5008999,penis-questions
14700,1,5008999,thigh-questions
14701,1,5009001,circumcision-questions
14702,1,5009001,penis-questions
14703,1,5009001,swelling-questions
14704,1,5009004,breast-questions
14705,1,5009004,pregnancy-questions
14706,1,5009005,birth-questions
14707,1,5009005,penis-questions
14708,1,5009005,sexual-intercourse-questions
14709,1,5009007,burn-questions
14710,1,5009007,diet-questions
14711,1,5009007,healing-questions
14712,1,5009007,hemorrhoidectomy-questions
14713,1,5009007,iron-questions
14714,1,5009008,smell-questions
14715,1,5009010,antidepressant-questions
14716,1,5009010,depression-questions
14717,1,5009010,movement-questions
14718,1,5009011,belly-button-questions
14719,1,5009011,hair-questions
14720,1,5009011,lump-questions
14721,1,5009011,scar-questions
14722,1,5009011,skin-questions
14723,1,5009017,food-questions
14724,1,5009017,genital-herpes-questions
14725,1,5009017,herpes-questions
14726,1,5009017,virus-questions
14727,1,5009018,coffee-questions
14728,1,5009018,surgery-questions
14729,1,5009020,eyelid-questions
14730,1,5009020,sty-questions
14731,1,5009021,herpes-questions
14732,1,5009023,pneumonia-questions
14733,1,5009025,insurance-questions
14734,1,5009025,morning-after-pill-questions
14735,1,5009030,food-questions
14736,1,5009030,gastritis-questions
14737,1,5009030,healing-questions
14738,1,5009030,stomach-questions
14739,1,5009031,cuts-questions
14740,1,5009031,food-questions
14741,1,5009031,foot-questions
14742,1,5009031,nail-questions
14743,1,5009031,walking-questions
14744,1,5009033,masturbation-questions
14745,1,5009033,sexual-intercourse-questions
14746,1,5009034,cold-sore-questions
14747,1,5009034,herpes-questions
14748,1,5009034,mouth-questions
14749,1,5009035,antibiotic-questions
14750,1,5009035,walking-questions
14751,1,5009036,attention-deficit-hyperactivity-disorder-questions
14752,1,5009044,bloating-questions
14753,1,5009044,constipation-questions
14754,1,5009044,diarrhea-questions
14755,1,5009044,flatulence-questions
14756,1,5009044,irritable-bowel-syndrome-questions
14757,1,5009045,period-questions
14758,1,5009045,pregnancy-questions
14759,1,5009045,sexual-intercourse-questions
14760,1,5009045,stress-questions
14761,1,5009046,drug-questions
14762,1,5009046,drug-test-questions
14763,1,5009047,eyes-questions
14764,1,5009047,freckle-questions
14765,1,5009047,vision-questions
14766,1,5009055,head-questions
14767,1,5009055,insurance-questions
14768,1,5009055,penis-questions
14769,1,5009055,skin-questions
14770,1,5009058,narcotic-questions
14771,1,5009059,period-questions
14772,1,5009059,spotting-questions
14773,1,5009062,diabetes-questions
14774,1,5009062,fatigue-questions
14775,1,5009064,anemia-questions
14776,1,5009064,iron-questions
14777,1,5009064,pain-questions
14778,1,5009064,wisdom-tooth-questions
14779,1,5009065,blister-questions
14780,1,5009065,finger-questions
14781,1,5009066,drinking-questions
14782,1,5009066,esophagus-questions
14783,1,5009068,sexual-intercourse-questions
14784,1,5009072,ears-questions
14785,1,5009073,chest-questions
14786,1,5009073,coldness-questions
14787,1,5009073,food-questions
14788,1,5009073,lump-questions
14789,1,5009073,throat-questions
14790,1,5009074,anger-questions
14791,1,5009074,grip-questions
14792,1,5009074,hand-questions
14793,1,5009074,pressure-questions
14794,1,5009074,running-questions
14795,1,5009078,bursitis-questions
14796,1,5009078,magnetic-resonance-imaging-questions
14797,1,5009078,shoulder-questions
14798,1,5009078,tendinitis-questions
14799,1,5009078,vision-questions
14800,1,5009079,cat-scan-questions
14801,1,5009079,cyst-questions
14802,1,5009079,ovarian-cyst-questions
14803,1,5009079,ovary-questions
14804,1,5009079,ultrasound-questions
14805,1,5009080,blister-questions
14806,1,5009080,fear-questions
14807,1,5009080,herpes-questions
14808,1,5009080,reaction-questions
14809,1,5009080,skin-questions
14810,1,5009082,fatigue-questions
14811,1,5009082,fever-questions
14812,1,5009082,lightheadedness-questions
14813,1,5009082,stress-questions
14814,1,5009082,sweating-questions
14815,1,5009084,blood-pressure-questions
14816,1,5009085,blood-pressure-questions
14817,1,5009087,birth-questions
14818,1,5009087,sexual-intercourse-questions
14819,1,5009089,birth-control-questions
14820,1,5009089,coldness-questions
14821,1,5009089,turkey-questions
14822,1,5009090,heart-disease-questions
14823,1,5009090,high-blood-pressure-questions
14824,1,5009092,diarrhea-questions
14825,1,5009100,vomit-questions
14826,1,5009101,vomit-questions
14827,1,5009102,cranberry-questions
14828,1,5009102,gallbladder-questions
14829,1,5009102,injection-questions
14830,1,5009102,juice-questions
14831,1,5009102,olive-questions
14832,1,5009105,arm-questions
14833,1,5009105,chest-questions
14834,1,5009105,vein-questions
14835,1,5009105,vision-questions
14836,1,5009106,mole-questions
14837,1,5009106,skin-questions
14838,1,5009108,hernia-questions
14839,1,5009108,pregnancy-questions
14840,1,5009108,stomach-questions
14841,1,5009109,foreskin-questions
14842,1,5009109,penis-questions
14843,1,5009109,skin-questions
14844,1,5009109,vision-questions
14845,1,5009111,pain-questions
14846,1,5009111,testicle-questions
14847,1,5009113,eyes-questions
14848,1,5009115,irregularity-questions
14849,1,5009115,migraine-questions
14850,1,5009115,period-questions
14851,1,5009115,pregnancy-questions
14852,1,5009115,staph-infection-questions
14853,1,5009121,cancer-questions
14854,1,5009121,human-papillomavirus-questions
14855,1,5009121,pap-test-questions
14856,1,5009121,wart-questions
14857,1,5009122,hair-questions
14858,1,5009122,neck-questions
14859,1,5009122,skin-questions
14860,1,5009122,wrinkle-questions
14861,1,5009123,finger-questions
14862,1,5009123,grayness-questions
14863,1,5009123,hand-questions
14864,1,5009126,period-questions
14865,1,5009126,tubal-ligation-questions
14866,1,5009128,drug-questions
14867,1,5009128,methicillin-resistant-staphylococcus-aureus-questions
14868,1,5009129,foot-questions
14869,1,5009129,heel-questions
14870,1,5009129,vitamin-questions
14871,1,5009130,drowsiness-questions
14872,1,5009130,fatigue-questions
14873,1,5009130,fibromyalgia-questions
14874,1,5009131,diabetes-questions
14875,1,5009131,foot-questions
14876,1,5009131,injection-questions
14877,1,5009131,nail-questions
14878,1,5009131,pain-questions
14879,1,5009132,fever-questions
14880,1,5009141,dizziness-questions
14881,1,5009141,fatigue-questions
14882,1,5009141,nausea-questions
14883,1,5009141,ovulation-questions
14884,1,5009141,period-questions
14885,1,5009147,canker-sore-questions
14886,1,5009147,movement-questions
14887,1,5009147,pain-questions
14888,1,5009147,tongue-questions
14889,1,5009147,vision-questions
14890,1,5009149,muscle-questions
14891,1,5009149,nipple-questions
14892,1,5009149,swelling-questions
14893,1,5009154,ejaculation-questions
14894,1,5009154,premature-ejaculation-questions
14895,1,5009159,allergic-reaction-questions
14896,1,5009159,burn-questions
14897,1,5009159,hair-questions
14898,1,5009159,scalp-questions
14899,1,5009164,shingles-questions
14900,1,5009165,brain-questions
14901,1,5009165,chest-questions
14902,1,5009165,drowsiness-questions
14903,1,5009165,neck-questions
14904,1,5009165,stress-questions
14905,1,5009166,ringworm-questions
14906,1,5009166,wrist-questions
14907,1,5009169,ankle-questions
14908,1,5009169,ligament-questions
14909,1,5009169,pain-questions
14910,1,5009169,reconstructive-surgery-questions
14911,1,5009171,gallbladder-questions
14912,1,5009172,blood-pressure-questions
14913,1,5009172,blood-sugar-questions
14914,1,5009172,diabetes-questions
14915,1,5009175,meal-questions
14916,1,5009176,anxiety-questions
14917,1,5009176,panic-attack-questions
14918,1,5009176,tardive-dyskinesia-questions
14919,1,5009185,delayed-ejaculation-questions
14920,1,5009185,libido-questions
14921,1,5009185,sexual-intercourse-questions
14922,1,5009185,testosterone-questions
14923,1,5009186,cervix-questions
14924,1,5009186,period-questions
14925,1,5009186,polyp-questions
14926,1,5009186,sexual-intercourse-questions
14927,1,5009186,thermal-ablation-questions
14928,1,5009188,penis-questions
14929,1,5009188,sexual-intercourse-questions
14930,1,5009188,vagina-questions
14931,1,5009189,period-questions
14932,1,5009189,pregnancy-questions
14933,1,5009189,sexual-intercourse-questions
14934,1,5009189,spotting-questions
14935,1,5009189,urination-questions
14936,1,5009192,brain-questions
14937,1,5009192,stroke-questions
14938,1,5009199,hernia-questions
14939,1,5009199,surgery-questions
14940,1,5009200,over-the-counter-questions
14941,1,5009206,skin-questions
14942,1,5009206,skin-tag-questions
14943,1,5009206,vagina-questions
14944,1,5009209,anus-questions
14945,1,5009209,bowel-movement-questions
14946,1,5009209,flatulence-questions
14947,1,5009209,sexual-intercourse-questions
14948,1,5009209,stomach-questions
14949,1,5009210,sinus-infection-questions
14950,1,5009211,antibiotic-questions
14951,1,5009211,cyst-questions
14952,1,5009211,drinking-questions
14953,1,5009211,wine-questions
14954,1,5009214,hunger-questions
14955,1,5009214,stomach-questions
14956,1,5009214,travel-questions
14957,1,5009216,diabetes-questions
14958,1,5009217,arm-questions
14959,1,5009217,neck-questions
14960,1,5009217,numbness-questions
14961,1,5009217,pain-questions
14962,1,5009218,birth-control-pill-questions
14963,1,5009219,blood-pressure-questions
14964,1,5009221,drinking-questions
14965,1,5009221,insurance-questions
14966,1,5009221,over-the-counter-questions
14967,1,5009221,tongue-questions
14968,1,5009221,tooth-questions
14969,1,5009222,tubal-ligation-questions
14970,1,5009224,anemia-questions
14971,1,5009224,blood-test-questions
14972,1,5009226,knee-questions
14973,1,5009226,leg-questions
14974,1,5009226,nerve-questions
14975,1,5009226,pain-questions
14976,1,5009228,ejaculation-questions
14977,1,5009228,lip-questions
14978,1,5009228,nerve-questions
14979,1,5009228,sexual-intercourse-questions
14980,1,5009228,tooth-questions
14981,1,5009231,breast-augmentation-questions
14982,1,5009231,breast-questions
14983,1,5009231,breastfeed-questions
14984,1,5009231,skin-questions
14985,1,5009231,swelling-questions
14986,1,5009233,burn-questions
14987,1,5009233,foot-questions
14988,1,5009233,hand-questions
14989,1,5009233,leg-questions
