Document Index (generated),Number of Records,Member Follower Number,Member Helpful Votes,Member Id,Member Job,Member Name,Member Type,Member Workplace
67909,1,0,0,93636,,HeatherDanielleMatthews,Contributor,
67910,1,0,0,93637,,tatjana09,Contributor,
67911,1,0,0,93638,,arbormist48,Contributor,
67912,1,0,0,93639,,jericakehoe,Contributor,
67913,1,0,0,93640,,Raquelguerin88,Contributor,
67914,1,0,0,93641,,Bobby44,Contributor,
67915,1,0,0,93642,,Bronze3,Contributor,
67916,1,0,0,93643,,tims77,Contributor,
67917,1,0,0,93644,,pwdejeu,Contributor,
67918,1,0,0,93645,,yauwish84,Contributor,
67919,1,0,0,93646,,bettymilk,Contributor,
67920,1,0,0,93647,,JMG729,Contributor,
67921,1,0,0,93648,,tonya56,Contributor,
67922,1,0,0,93649,,Wernsing,Contributor,
67923,1,0,0,93650,,kathrineblack13,Contributor,
67924,1,0,0,93651,,vecheetah,Contributor,
67925,1,0,0,93652,,Nilesranch1,Contributor,
67926,1,0,0,93653,,blakflower,Contributor,
67927,1,0,0,93654,,johannamc1,Contributor,
67928,1,0,0,93655,,sandijaune,Contributor,
67929,1,0,0,93656,,dmj2001,Contributor,
67930,1,0,0,93657,,adindean,Contributor,
67931,1,0,0,93658,,JoanRW,Contributor,
67932,1,0,0,93659,,LaticeH32,Contributor,
67933,1,0,0,93660,,slimmama,Contributor,
67934,1,0,0,93661,,owccdancer,Contributor,
67935,1,0,0,93662,,roquebeatriz,Contributor,
67936,1,0,0,93663,,cdg1975,Contributor,
67937,1,0,0,93664,,bobbiesmom311,Contributor,
67938,1,0,0,93665,,Nicole65,Contributor,
67939,1,0,0,93666,,Pseud,Contributor,
67940,1,0,0,93667,,ihavethebestdaughter,Contributor,
67941,1,0,0,93668,,godogers,Contributor,
67942,1,0,0,93669,,george777,Contributor,
67943,1,0,0,93670,,ArielS05,Contributor,
67944,1,0,0,93671,,Gottaquestion,Contributor,
67945,1,0,0,93672,,susieq2m,Contributor,
67946,1,0,0,93673,,killerbeebee,Contributor,
67947,1,0,0,93674,,ydissac,Contributor,
67948,1,0,6,93675,,Zrayn,Contributor,
67949,1,0,0,93676,,Kelly1962,Contributor,
67950,1,0,0,93677,,txangel44,Contributor,
67951,1,0,0,93678,,Elise12,Contributor,
67952,1,0,0,93679,,AmyBuddy,Contributor,
67953,1,0,0,93680,,tiffany8103,Contributor,
67954,1,0,0,93681,,FitnessAddicted,Contributor,
67955,1,0,0,93682,,dekillian,Contributor,
67956,1,0,0,93683,,bettygehan,Contributor,
67957,1,0,0,93684,,LisaGarcia143,Contributor,
67958,1,0,0,93685,,dottiebloom,Contributor,
67959,1,0,0,93686,,Claytonjn8,Contributor,
67960,1,0,0,93687,,curiousasgeorge,Contributor,
67961,1,0,0,93688,,kacoca,Contributor,
67962,1,0,0,93689,,bonbmorris,Contributor,
67963,1,0,0,93690,,MALEwhos30,Contributor,
67964,1,0,0,93691,,CuriousAlways,Contributor,
67965,1,0,0,93692,,siegelnana,Contributor,
67966,1,0,0,93693,,rach2013,Contributor,
67967,1,0,0,93694,,sisbjc,Contributor,
67968,1,0,0,93695,,mcgeezers,Contributor,
67969,1,0,0,93696,,kjmc26,Contributor,
67970,1,0,0,93697,,correct,Contributor,
67971,1,0,0,93698,,bluebird3,Contributor,
67972,1,0,0,93699,,Rori7827,Contributor,
67973,1,0,0,93700,,PAgrammy,Contributor,
67974,1,0,0,93701,,MareeW,Contributor,
67975,1,0,0,93702,,fourkidsandadog,Contributor,
67976,1,0,0,93703,,wd708,Contributor,
67977,1,0,0,93704,,KyleDavid13,Contributor,
67978,1,0,0,93705,,mjshaw7,Contributor,
67979,1,0,0,93706,,mikejess123,Contributor,
67980,1,0,0,93707,,DizeeB,Contributor,
67981,1,0,0,93708,,Som1musthavsomhowDTRmindhisRDA,Contributor,
67982,1,0,0,93709,,mullint,Contributor,
67983,1,0,0,93710,,keljay2004,Contributor,
67984,1,0,0,93711,,Idliketoknow,Contributor,
67985,1,0,0,93712,,BAMMBAMM303,Contributor,
67986,1,0,0,93713,,BrianWoisin,Contributor,
67987,1,0,0,93714,,angelswings,Contributor,
67988,1,0,0,93715,,dkbutler,Contributor,
67989,1,0,0,93716,,td111513,Contributor,
67990,1,0,0,93717,,Jasontk,Contributor,
67991,1,0,19,93718,,rbnprov,Contributor,
67992,1,0,0,93719,,klynn40,Contributor,
67993,1,0,0,93720,,DJ_IZE,Contributor,
67994,1,0,0,93721,,rehabcons,Contributor,
67995,1,0,0,93722,,patchg,Contributor,
67996,1,0,0,93723,,bantrygirl73,Contributor,
67997,1,0,0,93724,,jazz16_27,Contributor,
67998,1,0,0,93725,,jessiesepeda52,Contributor,
67999,1,0,0,93726,,Dyno407,Contributor,
68000,1,0,0,93727,,nnovnna,Contributor,
68001,1,0,0,93728,,Llamasgonzales,Contributor,
68002,1,0,0,93729,,wandering999,Contributor,
68003,1,0,0,93730,,Lori0220,Contributor,
68004,1,0,0,93731,,Gravy31703,Contributor,
68005,1,0,0,93732,,mergen,Contributor,
68006,1,0,0,93733,,krisdawn,Contributor,
68007,1,0,2,93734,,QnA_QnA,Contributor,
68008,1,0,0,93735,,Becky6m,Contributor,
68009,1,0,0,93736,,Thurosky,Contributor,
68010,1,0,0,93737,,CindyOn,Contributor,
68011,1,0,0,93738,,Maineman1622,Contributor,
68012,1,0,0,93739,,Inchargeofmyhealth,Contributor,
68013,1,0,0,93740,,terps9498,Contributor,
68014,1,0,0,93741,,frglnewman,Contributor,
68015,1,0,0,93742,,Johnmello,Contributor,
68016,1,0,2,93743,,appleaday33,Contributor,
68017,1,0,0,93744,,jchranof,Contributor,
68018,1,0,0,93745,,Kfly2415,Contributor,
68019,1,0,2,93746,,rcurran11,Contributor,
68020,1,0,0,93747,,MsGarza2,Contributor,
68021,1,0,0,93748,,quietthenoise,Contributor,
68022,1,0,0,93749,,m1k3y0000411,Contributor,
68023,1,0,0,93750,,questions4you80,Contributor,
68024,1,0,0,93751,,LeRoy0712,Contributor,
68025,1,0,0,93752,,46350,Contributor,
68026,1,0,0,93753,,lifetrvler,Contributor,
68027,1,0,0,93754,,Emulready,Contributor,
68028,1,0,0,93755,,motherof9kids,Contributor,
68029,1,0,0,93756,,JAR1230,Contributor,
68030,1,0,0,93757,,concdernedwomen,Contributor,
68031,1,0,0,93758,,elerose22,Contributor,
68032,1,0,0,93759,,SoumyadeepBose,Contributor,
68033,1,0,0,93760,,jessysenti,Contributor,
68034,1,0,0,93761,,Lenamel,Contributor,
68035,1,0,0,93762,,athenabway,Contributor,
68036,1,0,0,93763,,missy122276,Contributor,
68037,1,0,0,93764,,nikospapoutsis,Contributor,
68038,1,0,0,93765,,Straw04,Contributor,
68039,1,0,0,93766,,anthonyfarrant,Contributor,
68040,1,0,0,93767,,Parcello5,Contributor,
68041,1,0,0,93768,,chrissyzajac,Contributor,
68042,1,0,0,93769,,amcw1727,Contributor,
68043,1,0,0,93770,,sjaws,Contributor,
68044,1,0,0,93771,,winsears,Contributor,
68045,1,0,0,93772,,MBalakrishnan,Contributor,
68046,1,0,0,93773,,faheem72,Contributor,
68047,1,0,0,93774,,monicodemus,Contributor,
68048,1,0,0,93775,,dianemoroney,Contributor,
68049,1,0,0,93776,,tbureau,Contributor,
68050,1,0,0,93777,,Mammahare,Contributor,
68051,1,0,0,93778,,kalikkdog,Contributor,
68052,1,0,0,93779,,noddy64,Contributor,
68053,1,0,0,93780,,fam1foeva,Contributor,
68054,1,0,0,93781,,judyg1977,Contributor,
68055,1,0,0,93782,,freeman82,Contributor,
68056,1,0,0,93783,,tmachado,Contributor,
68057,1,1,57,93784,,RohanSharma13,Contributor,
68058,1,0,0,93785,,NansAnne,Contributor,
68059,1,0,0,93786,,saudahmed,Contributor,
68060,1,0,0,93787,,cookie098,Contributor,
68061,1,0,0,93788,,ErinH83,Contributor,
68062,1,0,0,93789,,Ticherie,Contributor,
68063,1,0,0,93790,,OldSuse,Contributor,
68064,1,0,0,93791,,Mpiskottaki,Contributor,
68065,1,0,0,93792,,TiffanyMillerMartin,Contributor,
68066,1,0,0,93793,,rosiepollock,Contributor,
68067,1,0,0,93794,,LeeCollins,Contributor,
68068,1,0,0,93795,,Zemirot,Contributor,
68069,1,0,0,93796,,harryr3,Contributor,
68070,1,0,0,93797,,Toots32,Contributor,
68071,1,0,0,93798,,angiehoagie,Contributor,
68072,1,0,0,93799,,Tomnjaci,Contributor,
68073,1,0,0,93800,,lilylouene,Contributor,
68074,1,0,0,93801,,peachesncream50,Contributor,
68075,1,0,0,93802,,twstrach,Contributor,
68076,1,0,0,93803,,kimchase,Contributor,
68077,1,0,0,93804,,belformato,Contributor,
68078,1,0,0,93805,,denisemasters,Contributor,
68079,1,0,0,93806,,Desertbaby59,Contributor,
68080,1,0,0,93807,,bbeber1,Contributor,
68081,1,0,0,93808,,loret792002,Contributor,
68082,1,0,0,93809,,quinnten,Contributor,
68083,1,0,0,93810,,coolingthings,Contributor,
68084,1,0,0,93811,,smckivergin,Contributor,
68085,1,0,0,93812,,Tinosma03,Contributor,
68086,1,0,0,93813,,Spoofed,Contributor,
68087,1,0,0,93814,,marymike,Contributor,
68088,1,0,0,93815,,time4jesus,Contributor,
68089,1,0,0,93816,,paulz1980,Contributor,
68090,1,0,0,93817,,Corhal09,Contributor,
68091,1,0,0,93818,,dmcundiff,Contributor,
68092,1,0,0,93819,,MmaBa,Contributor,
68093,1,0,0,93820,,doublestuff22,Contributor,
68094,1,0,0,93821,,Lil29Momma,Contributor,
68095,1,0,10,93822,,bjryan007,Contributor,
68096,1,0,0,93823,,youmny,Contributor,
68097,1,0,0,93824,,pokerking1,Contributor,
68098,1,0,0,93825,,nikitapimple,Contributor,
68099,1,0,0,93826,,unoimjazze,Contributor,
68100,1,0,0,93827,,bangali,Contributor,
68101,1,0,0,93828,,rattlesnakejohn,Contributor,
68102,1,0,0,93829,,HKayeH,Contributor,
68103,1,0,0,93830,,alysek,Contributor,
68104,1,0,0,93831,,CatCleopatra,Contributor,
68105,1,0,0,93832,,DamagedDoll,Contributor,
68106,1,0,0,93833,,judthom66,Contributor,
68107,1,0,0,93834,,abluidbrnette,Contributor,
68108,1,0,0,93835,,wanda69,Contributor,
68109,1,0,0,93836,,ltd1961,Contributor,
68110,1,0,0,93837,,Patricepr,Contributor,
68111,1,0,0,93838,,keeweebell,Contributor,
68112,1,0,0,93839,,craftermom,Contributor,
68113,1,0,0,93840,,grandma82013,Contributor,
68114,1,0,0,93841,,grandma253,Contributor,
68115,1,0,0,93842,,Nan14051,Contributor,
68116,1,0,0,93843,,Bam2614,Contributor,
68117,1,0,0,93844,,bob553,Contributor,
68118,1,0,0,93845,,mrsmbull,Contributor,
68119,1,0,0,93846,,emmyems01,Contributor,
68120,1,0,0,93847,,browneyes63,Contributor,
68121,1,0,0,93848,,ndm_9818,Contributor,
68122,1,0,0,93849,,GrandmaL,Contributor,
68123,1,0,0,93850,,Browneyedgirl11220430,Contributor,
68124,1,0,0,93851,,tenshatibet,Contributor,
68125,1,0,0,93852,,dianne56,Contributor,
68126,1,0,0,93853,,Melida,Contributor,
68127,1,0,0,93854,,pattyvanzan,Contributor,
68128,1,0,0,93855,,heashu,Contributor,
68129,1,0,0,93856,,gvw1313,Contributor,
68130,1,0,3,93857,,Patty5833,Contributor,
68131,1,0,0,93858,,Plattheart,Contributor,
68132,1,0,0,93859,,kdickison,Contributor,
68133,1,0,0,93860,,furbyand,Contributor,
68134,1,0,0,93861,,poppy_013,Contributor,
68135,1,0,0,93862,,rbsa1102,Contributor,
68136,1,0,0,93863,,poppopgeo,Contributor,
68137,1,0,0,93864,,hville2010,Contributor,
68138,1,0,0,93865,,snatas,Contributor,
68139,1,0,0,93866,,mrsavery2,Contributor,
68140,1,0,0,93867,,family98,Contributor,
68141,1,0,0,93868,,Fusia37,Contributor,
68142,1,0,0,93869,,Sam29,Contributor,
68143,1,0,0,93870,,Sharizann43,Contributor,
68144,1,0,0,93871,,noboday,Contributor,
68145,1,0,0,93872,,HappyDoggie1,Contributor,
68146,1,0,0,93873,,jmancini228,Contributor,
68147,1,0,0,93874,,natylupita,Contributor,
68148,1,0,0,93875,,monkeybuns,Contributor,
68149,1,0,0,93876,,Jake70,Contributor,
68150,1,0,0,93877,,ncowp,Contributor,
68151,1,0,0,93878,,melin45,Contributor,
68152,1,0,0,93879,,Teresa1958,Contributor,
68153,1,0,0,93880,,hambone3,Contributor,
68154,1,0,0,93881,,Jl750m,Contributor,
68155,1,0,0,93882,,madinalutfy,Contributor,
68156,1,0,0,93883,,MG803,Contributor,
68157,1,0,0,93884,,Jgnmom,Contributor,
68158,1,0,0,93885,,jda3528,Contributor,
68159,1,0,0,93886,,missraggedyann,Contributor,
68160,1,0,0,93887,,tom28000,Contributor,
68161,1,0,0,93888,,BradWorthington,Contributor,
68162,1,0,0,93889,,butterfly0412,Contributor,
68163,1,0,0,93890,,gerry1960,Contributor,
68164,1,0,0,93891,,theodora16,Contributor,
68165,1,0,0,93892,,cowsarefunny79,Contributor,
68166,1,0,0,93893,,KendallJ,Contributor,
68167,1,0,0,93894,,ymcadan,Contributor,
68168,1,0,0,93895,,Rennett58,Contributor,
68169,1,0,0,93896,,Beth1941,Contributor,
68170,1,0,0,93897,,SusanB811,Contributor,
68171,1,0,0,93898,,Rupa72757,Contributor,
68172,1,0,0,93899,,vanessacastillo,Contributor,
68173,1,0,0,93900,,lLeonardil,Contributor,
68174,1,0,0,93901,,scuttabotch,Contributor,
68175,1,0,0,93902,,ringer4741,Contributor,
68176,1,0,0,93903,,trixiedoodle,Contributor,
68177,1,0,0,93904,,vking992,Contributor,
68178,1,0,0,93905,,butterfly58c,Contributor,
68179,1,0,0,93906,,poodleoo,Contributor,
68180,1,0,0,93907,,Vaghelp,Contributor,
68181,1,0,0,93908,,arothlein,Contributor,
68182,1,0,0,93909,,TheShadow9079,Contributor,
68183,1,0,0,93910,,Briangirl,Contributor,
68184,1,0,0,93911,,ausha2013,Contributor,
68185,1,0,0,93912,,duck12345,Contributor,
68186,1,0,0,93913,,mtandcaseymom,Contributor,
68187,1,0,4,93914,,doudsz,Contributor,
68188,1,0,0,93915,,Lijing,Contributor,
68189,1,0,0,93916,,saharamoon2,Contributor,
68190,1,0,0,93917,,nquita85,Contributor,
68191,1,0,0,93918,,stefan09feb,Contributor,
68192,1,0,0,93919,,Bryanm3701,Contributor,
68193,1,0,0,93920,,happygoluckywithmybabyashley,Contributor,
68194,1,0,0,93921,,woodsmercer,Contributor,
68195,1,0,0,93922,,sandi117,Contributor,
68196,1,0,0,93923,,TABMED,Contributor,
68197,1,0,0,93924,,kakirn283,Contributor,
68198,1,0,0,93925,,kashu12,Contributor,
68199,1,0,23,93926,,Muzzyjo,Contributor,
68200,1,0,0,93927,,AnhTB,Contributor,
68201,1,0,0,93928,,motorcarrier,Contributor,
68202,1,0,0,93929,,schlagger,Contributor,
68203,1,0,0,93930,,ahindman,Contributor,
68204,1,0,0,93931,,Nana1949,Contributor,
68205,1,0,0,93932,,human_error,Contributor,
68206,1,0,0,93933,,tosha38,Contributor,
68207,1,0,0,93934,,Tiffanie33,Contributor,
68208,1,0,0,93935,,jazzythecat,Contributor,
68209,1,0,0,93936,,myk2013,Contributor,
68210,1,0,0,93937,,ajgolf,Contributor,
68211,1,0,0,93938,,jeffFertitta,Contributor,
68212,1,0,0,93939,,jlm134413,Contributor,
68213,1,0,0,93940,,aequitas425,Contributor,
68214,1,0,0,93941,,Donnie1950,Contributor,
68215,1,0,0,93942,,Mom0919,Contributor,
68216,1,0,0,93943,,rhop2379,Contributor,
68217,1,0,0,93944,,maleintx,Contributor,
68218,1,0,0,93945,,wildtiger,Contributor,
68219,1,0,0,93946,,MidloRapid,Contributor,
68220,1,0,0,93947,,djtazzdevil,Contributor,
68221,1,0,0,93948,,theresa2014,Contributor,
68222,1,0,0,93949,,Haller0810,Contributor,
68223,1,0,0,93950,,chase2gage,Contributor,
68224,1,0,0,93951,,uzmajamil,Contributor,
68225,1,0,0,93952,,ConnieL60,Contributor,
68226,1,0,0,93953,,mebeingme,Contributor,
68227,1,0,0,93954,,Lubbockresident,Contributor,
68228,1,0,0,93955,,poshcat21,Contributor,
68229,1,0,0,93956,,Texas2013,Contributor,
68230,1,0,0,93957,,Louise46,Contributor,
68231,1,0,0,93958,,Healthyliving9698,Contributor,
68232,1,0,0,93959,,Kaglegab,Contributor,
68233,1,0,0,93960,,AJSteff,Contributor,
68234,1,0,0,93961,,RomanAri,Contributor,
68235,1,0,0,93962,,az720,Contributor,
68236,1,0,11,93963,,MeCanada2013,Contributor,
68237,1,0,0,93964,,Kyleaepps,Contributor,
68238,1,0,0,93965,,kimjimstef,Contributor,
68239,1,0,0,93966,,LaPorchue,Contributor,
68240,1,0,0,93967,,Lhise,Contributor,
68241,1,0,0,93968,,WoodinvilleMom,Contributor,
68242,1,0,0,93969,,Sharonnee,Contributor,
68243,1,0,0,93970,,MCruikshanx,Contributor,
68244,1,0,0,93971,,Butyjeanet,Contributor,
68245,1,0,0,93972,,LadyAriel,Contributor,
68246,1,0,0,93973,,JKHarlan,Contributor,
68247,1,0,0,93974,,nettispegetti,Contributor,
68248,1,0,0,93975,,cdhblake,Contributor,
68249,1,0,0,93976,,Jake45,Contributor,
68250,1,0,0,93977,,shives12,Contributor,
68251,1,0,0,93978,,Pleasehelpmeok,Contributor,
68252,1,0,0,93979,,gurlygurl3587,Contributor,
68253,1,0,0,93980,,Bash8282,Contributor,
68254,1,0,0,93981,,beckyo1,Contributor,
68255,1,0,0,93982,,dianamcc,Contributor,
68256,1,0,0,93983,,Tenniearch,Contributor,
68257,1,0,0,93984,,jennsrebs1,Contributor,
68258,1,0,0,93985,,clairebel,Contributor,
68259,1,0,0,93986,,greeneyes1207,Contributor,
68260,1,0,0,93987,,cutie12hoops,Contributor,
68261,1,0,0,93988,,cathareese,Contributor,
68262,1,0,0,93989,,theresawright,Contributor,
68263,1,0,0,93990,,sivaxoxo,Contributor,
68264,1,0,54,93991,,rygianni,Contributor,
68265,1,0,0,93992,,princessvnsm,Contributor,
68266,1,0,0,93993,,jujubuckner,Contributor,
68267,1,0,0,93994,,318HappyCrew2003,Contributor,
68268,1,0,0,93995,,Halk99,Contributor,
68269,1,0,0,93996,,BooBoob1,Contributor,
68270,1,0,0,93997,,happyangelika88,Contributor,
68271,1,0,0,93998,,swimmey,Contributor,
68272,1,0,0,93999,,CLEVITE,Contributor,
68273,1,0,0,94000,,Lolo1458,Contributor,
68274,1,0,0,94001,,Clement249,Contributor,
68275,1,0,0,94002,,krispatrick85,Contributor,
68276,1,0,0,94003,,Crystal44,Contributor,
68277,1,0,0,94004,,rebouche,Contributor,
68278,1,0,0,94005,,brad9008,Contributor,
68279,1,0,0,94006,,Ariesf43,Contributor,
68280,1,0,0,94007,,lioninwait1213,Contributor,
68281,1,1,0,94008,,spunky4121,Contributor,
68282,1,0,0,94009,,rhodes0606,Contributor,
68283,1,0,0,94010,,charliewoot,Contributor,
68284,1,0,0,94011,,randygreggio537,Contributor,
68285,1,0,0,94012,,pattiha,Contributor,
68286,1,0,0,94013,,nuttytennisbuff,Contributor,
68287,1,0,0,94014,,mscuite58,Contributor,
68288,1,0,0,94015,,harlandale,Contributor,
68289,1,0,0,94016,,Dafreen,Contributor,
68290,1,0,0,94017,,Sameers,Contributor,
68291,1,0,0,94018,,mark9086,Contributor,
68292,1,0,0,94019,,Lorennclaireee,Contributor,
68293,1,0,0,94020,,erniesharpe,Contributor,
68294,1,0,0,94021,,vickiebrk,Contributor,
68295,1,0,0,94022,,cherybomb826,Contributor,
68296,1,0,2,94023,,liljoiseydevil,Contributor,
68297,1,0,0,94024,,valentine214,Contributor,
68298,1,0,0,94025,,DebraKahler,Contributor,
68299,1,0,0,94026,,French2,Contributor,
68300,1,0,0,94027,,kam64,Contributor,
68301,1,0,0,94028,,misteryMA,Contributor,
68302,1,0,0,94029,,shark0722,Contributor,
68303,1,0,0,94030,,gracelarocca,Contributor,
68304,1,0,0,94031,,Donna1973,Contributor,
68305,1,0,0,94032,,Sally8,Contributor,
68306,1,0,0,94033,,jlb062055,Contributor,
68307,1,0,0,94034,,57nana,Contributor,
68308,1,0,0,94035,,danstalinski,Contributor,
68309,1,0,0,94036,,useraadada,Contributor,
68310,1,0,0,94037,,Powdann,Contributor,
68311,1,0,0,94038,,MethadoneMom,Contributor,
68312,1,0,0,94039,,bandey,Contributor,
68313,1,0,0,94040,,shilo89,Contributor,
68314,1,0,0,94041,,tiffanycol,Contributor,
68315,1,0,0,94042,,phevener,Contributor,
68316,1,0,0,94043,,bab032969,Contributor,
68317,1,0,0,94044,,jibtzu,Contributor,
68318,1,0,0,94045,,slaw517,Contributor,
68319,1,0,0,94046,,lmbenkert,Contributor,
68320,1,0,0,94047,,Soninka,Contributor,
68321,1,0,0,94048,,lowslem,Contributor,
68322,1,0,0,94049,,Apoohbear,Contributor,
68323,1,0,0,94050,,oldhippy,Contributor,
68324,1,0,0,94051,,Webpest,Contributor,
68325,1,0,0,94052,,dukey25,Contributor,
68326,1,0,0,94053,,deeczarina,Contributor,
68327,1,0,0,94054,,gbabys,Contributor,
68328,1,0,0,94055,,Joelluckydog,Contributor,
68329,1,0,0,94056,,aceofbase,Contributor,
68330,1,0,0,94057,,johngoll,Contributor,
68331,1,0,0,94058,,Cozyheart79,Contributor,
68332,1,0,0,94059,,MoniDork,Contributor,
68333,1,0,0,94060,,Diego15,Contributor,
68334,1,0,0,94061,,Megs4990,Contributor,
68335,1,0,0,94062,,evens60,Contributor,
68336,1,0,0,94063,,ramonadavis69,Contributor,
68337,1,0,0,94064,,dand161,Contributor,
68338,1,0,0,94065,,raymond5986,Contributor,
68339,1,0,0,94066,,George59,Contributor,
68340,1,0,0,94067,,schhan2009,Contributor,
68341,1,0,0,94068,,angeliqueortega,Contributor,
68342,1,0,0,94069,,Tiredofthelies,Contributor,
68343,1,0,0,94070,,Yessy92,Contributor,
68344,1,0,0,94071,,SumiiGee,Contributor,
68345,1,0,0,94072,,bamalam,Contributor,
68346,1,0,0,94073,,scotgreg1,Contributor,
68347,1,0,0,94074,,Dammo,Contributor,
68348,1,0,0,94075,,Educatedguess1,Contributor,
68349,1,0,0,94076,,Curioustwo,Contributor,
68350,1,0,0,94077,,bonbsw,Contributor,
68351,1,0,0,94078,,jonsei,Contributor,
68352,1,0,0,94079,,kjschoolboy,Contributor,
68353,1,0,0,94080,,sbg1991,Contributor,
68354,1,0,0,94081,,gchak,Contributor,
68355,1,0,0,94082,,Rebeccawd,Contributor,
68356,1,0,0,94083,,Lilguy07,Contributor,
68357,1,0,0,94084,,candyman826,Contributor,
68358,1,0,0,94085,,LorraineKM,Contributor,
68359,1,0,0,94086,,Rilesskiles,Contributor,
68360,1,0,0,94087,,karbar,Contributor,
68361,1,0,0,94088,,Pamsy718,Contributor,
68362,1,0,0,94089,,ricki_08,Contributor,
68363,1,0,0,94090,,dixoncr,Contributor,
68364,1,0,0,94091,,WPWSVT,Contributor,
68365,1,0,0,94092,,lniedert1,Contributor,
68366,1,0,0,94093,,Halamka,Contributor,
68367,1,0,0,94094,,krilenkof,Contributor,
68368,1,0,0,94095,,peony44,Contributor,
68369,1,0,0,94096,,idahoguy83660,Contributor,
68370,1,0,2,94097,,Desiree271,Contributor,
68371,1,0,0,94098,,danmanca,Contributor,
68372,1,0,0,94099,,Healthcareinsurance,Contributor,
68373,1,0,0,94100,,DT321,Contributor,
68374,1,0,0,94101,,scabied_girl,Contributor,
68375,1,0,0,94102,,irene3042,Contributor,
68376,1,0,0,94103,,lar6215,Contributor,
68377,1,0,0,94104,,AKU2010,Contributor,
68378,1,0,0,94105,,nevadab397,Contributor,
68379,1,0,0,94106,,kuney,Contributor,
68380,1,0,0,94107,,Figit33,Contributor,
68381,1,0,0,94108,,missinginfo,Contributor,
68382,1,0,0,94109,,elainemariek,Contributor,
68383,1,0,0,94110,,ziggy321,Contributor,
68384,1,0,0,94111,,Tommie27,Contributor,
68385,1,0,0,94112,,paitoi8,Contributor,
68386,1,0,0,94113,,sarasherra,Contributor,
68387,1,0,0,94114,,brownbabe,Contributor,
68388,1,0,0,94115,,subhajit_ask,Contributor,
68389,1,0,0,94116,,free907,Contributor,
68390,1,0,0,94117,,ouiserbynature,Contributor,
68391,1,0,0,94118,,gloria71,Contributor,
68392,1,0,0,94119,,incochee845,Contributor,
68393,1,0,0,94120,,VickiHB,Contributor,
68394,1,0,0,94121,,chsukha,Contributor,
68395,1,0,0,94122,,Aizcat,Contributor,
68396,1,0,0,94123,,jmrdad,Contributor,
68397,1,0,0,94124,,photoguy1969,Contributor,
68398,1,0,0,94125,,PETAL1610,Contributor,
68399,1,0,0,94126,,worrywart28,Contributor,
68400,1,0,0,94127,,mlwolfg,Contributor,
68401,1,0,0,94128,,Iamworried,Contributor,
68402,1,0,0,94129,,Decks5,Contributor,
68403,1,0,0,94130,,chadsgirl87,Contributor,
68404,1,0,0,94131,,BevBressler,Contributor,
68405,1,0,0,94132,,Russellf,Contributor,
68406,1,0,0,94133,,Dfeakes,Contributor,
68407,1,0,0,94134,,Meagan_Cali,Contributor,
68408,1,0,0,94135,,mandylynnv,Contributor,
68409,1,0,0,94136,,Rebeccac5,Contributor,
68410,1,0,0,94137,,dibbles77,Contributor,
68411,1,0,0,94138,,LadyShylia,Contributor,
68412,1,0,0,94139,,BeckyAugust,Contributor,
68413,1,0,0,94140,,wisconsingirl,Contributor,
68414,1,0,0,94141,,pinkdots104,Contributor,
68415,1,0,0,94142,,Moonstone2,Contributor,
68416,1,0,0,94143,,UURev1,Contributor,
68417,1,0,0,94144,,bonniebag,Contributor,
68418,1,0,0,94145,,tipytonton,Contributor,
68419,1,0,0,94146,,teegee30,Contributor,
68420,1,0,0,94147,,meetpatel,Contributor,
